Symbol,Fund Name,Asset Class,Assets,Stock Price,% Change,Volume,Holdings,Open,Low,High,Close,Premkt. Price,Premkt. Chg%,Premkt. Close,Afterhr. Price,Afterhr. Chg%,Afterhr. Close,Category,52W Low,52W High,Avg. Volume,Rel. Volume,Gap (%),Chg. Open (%),Exp. Ratio,Issuer,Index,Inception,PE Ratio,Beta (5Y),RSI,RSI (W),RSI (M),ATR,Div. ($),Last Div.,Div. Yield,Div. Growth,Years,Payout Ratio,Payout Freq.,Ex-Div Date,Payment Date,Exchange,Region,Country,Leverage,Options,Shares,Change 1M,Change 3M,Change 6M,Change YTD,Change 1Y,Change 3Y,Change 5Y,Change 10Y,Change 15Y,Change 20Y,Return 1M,Return 3M,Return 6M,Return YTD,Return 1Y,Return 3Y,Return 5Y,Return 10Y,Return 15Y,Return 20Y,CAGR 1Y,CAGR 3Y,CAGR 5Y,CAGR 10Y,CAGR 15Y,CAGR 20Y,52W Low Chg,52W High Chg,ATH,ATH Chg (%),ATH Date,ATL,ATL Chg (%),ATL Date,Tags,50 MA,200 MA,20 MA,150 MA,20MA Chg %,50MA Chg %,150MA Chg %,200MA Chg %,CUSIP Number,ISIN Number
BCUS,Bancreek U.S. Large Cap ETF,Equity,83700000,31.54,0.51%,476725,0,31.60,31.54,31.62,31.38,,,,,,,Large Blend,25.69,32.66,42760,1116.55%,0.70%,-0.18%,0.70%,Bancreek,,2023-12-20,30.29,,60.04,56.90,,0.31,0.07,0.01,0.22%,,1,6.72%,Quarterly,2024-12-30,,NYSEARCA,North America,United States,Long,No,3000000,2.72%,1.29%,7.73%,3.63%,22.70%,,,,,,2.75%,1.32%,7.84%,3.63%,22.98%,,,,,,22.93%,,,,,,22.79%,-3.42%,32.66,-3.42%,2024-11-08,24.41,29.22%,2024-01-05,,31.46,29.80,30.72,30.37,2.67%,0.27%,3.86%,5.84%,30151E558,US30151E5583
XHYI,BondBloxx USD High Yield Bond Industrial Sector ETF,Fixed Income,83651700,38.17,-0.17%,800,482,38.08,38.08,38.18,38.24,,,,,,,High Yield Bond,37.22,38.61,2461,32.51%,-0.42%,0.25%,0.35%,BondBloxx,ICE Diversified US Cash Pay High Yield Core Industrial Index,2022-02-15,,0.46,56.79,52.75,49.96,0.13,2.61,0.22,6.82%,7.78%,3,,Monthly,2024-12-30,,NYSEARCA,North America,United States,Long,Yes,2200000,0.37%,0.02%,0.66%,0.99%,1.37%,,,,,,0.94%,1.67%,4.05%,0.99%,8.58%,,,,,,8.57%,,,,,,2.57%,-1.13%,40.20,-5.04%,2022-03-03,34.54,10.52%,2022-10-10,,38.09,37.92,37.93,38.04,0.66%,0.22%,0.35%,0.68%,09789C606,US09789C6066
BSMC,Brandes U.S. Small-Mid Cap Value ETF,Equity,83573120,31.49,-0.49%,5557,71,31.58,31.49,31.58,31.65,,,,,,,Small Value,27.19,32.55,8044,69.08%,-0.22%,-0.27%,0.70%,Brandes,,2023-10-03,15.42,,61.06,56.99,64.56,0.30,0.31,0.09,0.99%,,2,15.28%,Quarterly,2024-12-30,,BATS,North America,United States,Long,No,2680000,3.28%,2.11%,5.73%,3.58%,15.16%,,,,,,3.59%,2.42%,6.28%,3.58%,16.37%,,,,,,16.34%,,,,,,15.83%,-3.24%,32.55,-3.13%,2024-11-25,24.17,30.45%,2023-10-30,,31.26,30.15,30.65,30.52,2.87%,0.87%,3.31%,4.57%,900934100,US9009341002
IPKW,Invesco International BuyBack Achievers ETF,Equity,83519050,40.88,-0.84%,7951,123,41.06,40.88,41.07,41.23,,,,,,,Foreign Large Value,36.03,43.17,13072,62.47%,-0.41%,-0.44%,0.55%,Invesco,NASDAQ International BuyBack Achievers Index,2014-03-06,11.04,0.91,57.67,50.98,56.56,0.42,1.64,0.52,4.00%,64.19%,1,44.21%,Quarterly,2024-12-23,,NASDAQ,Global,,Long,Yes,2050000,3.13%,-3.13%,-0.32%,2.95%,13.30%,3.13%,20.31%,67.33%,,,4.49%,-1.85%,1.86%,2.95%,18.02%,14.76%,47.10%,126.16%,,,17.98%,4.69%,8.02%,8.50%,,,13.46%,-5.30%,47.14,-13.28%,2021-06-07,19.73,107.20%,2020-03-23,,40.61,40.93,39.95,41.14,2.34%,0.65%,-0.63%,-0.12%,46138E644,US46138E6445
IEUS,iShares MSCI Europe Small-Cap ETF,Equity,83072250,54.72,-0.51%,32126,878,54.98,54.70,54.99,55.00,,,,,,,Europe Stock,51.55,61.44,13079,245.64%,-0.04%,-0.47%,0.41%,BlackRock,MSCI Europe Small Cap,2007-11-12,13.67,1.17,55.78,45.76,48.65,0.64,1.74,0.55,3.19%,4.56%,2,43.54%,Semi-Annual,2024-12-17,,NASDAQ,Europe,,Long,No,1550000,2.47%,-5.82%,-6.11%,1.99%,2.99%,-16.13%,-1.48%,31.80%,63.10%,,2.47%,-4.86%,-5.16%,1.99%,6.21%,-8.28%,12.21%,72.48%,146.81%,,6.19%,-2.84%,2.33%,5.60%,6.21%,,6.15%,-10.94%,75.11,-27.15%,2021-09-03,17.32,215.94%,2009-03-03,,54.57,57.10,53.56,57.00,2.17%,0.27%,-4.01%,-4.17%,464288497,US4642884971
TDSB,Cabana Target Beta ETF,Asset Allocation,82936750,21.96,-0.23%,15563,11,22.00,21.93,22.01,22.01,,,,,,,Tactical Allocation,21.36,22.95,14056,110.72%,-0.05%,-0.18%,0.84%,Exchange Traded Concepts,,2020-09-16,20.58,0.36,49.43,44.54,48.42,0.11,0.76,0.35,3.45%,26.54%,2,71.04%,Quarterly,2024-12-30,,NASDAQ,,,Long,No,3775000,-0.03%,-2.21%,-1.13%,1.40%,2.71%,-9.67%,,,,,1.56%,-0.65%,1.16%,1.40%,6.30%,-2.12%,,,,,6.28%,-0.71%,,,,,2.81%,-4.31%,26.93,-18.46%,2021-11-08,20.63,6.45%,2023-10-02,,22.28,22.24,21.81,22.39,0.68%,-1.45%,-1.91%,-1.25%,30151E723,US30151E7233
FAZ,Direxion Daily Financial Bear 3X Shares,Equity,82800990,5.60,1.27%,12949891,8,5.55,5.53,5.67,5.53,5.56,0.54%,5.53,,,,Trading--Inverse Equity,5.29,13.16,17263822,75.01%,0.36%,0.90%,1.08%,Direxion,Financial Select Sector,2008-11-06,,-2.65,37.22,34.11,29.47,0.26,0.47,0.04,8.38%,-29.69%,,,Quarterly,2024-12-23,,NYSEARCA,North America,United States,-3X Short,Yes,14703350,-12.50%,-20.00%,-40.68%,-12.09%,-58.46%,-72.41%,-97.31%,-99.75%,-99.99%,,-11.92%,-19.47%,-39.52%,-12.09%,-56.34%,-69.98%,-97.08%,-99.73%,-99.99%,,-56.26%,-33.04%,-50.64%,-44.57%,-45.64%,,5.86%,-57.45%,6459520.00,-100.00%,2008-11-21,5.29,5.86%,2024-11-27,,6.00,8.52,6.20,7.80,-9.60%,-6.68%,-28.17%,-34.30%,25460E240,US25460E2404
PLTY,YieldMax PLTR Option Income Strategy ETF,Equity,82715230,67.28,4.16%,79091,0,65.71,65.06,67.42,64.59,65.00,0.63%,64.59,,,,,48.74,76.32,95221,84.02%,1.73%,2.39%,0.99%,YieldMax,,2024-10-07,,,54.27,68.40,,2.89,9.14,3.59,13.58%,,1,,Monthly,2025-01-03,2025-01-06,NYSEARCA,North America,United States,Long,Yes,1300000,-8.29%,30.83%,,-4.84%,,,,,,,-3.59%,49.78%,,0.04%,,,,,,,,,,,,,38.04%,-11.84%,76.32,-11.84%,2024-12-24,48.74,38.04%,2024-11-04,,66.28,,67.13,,0.22%,1.51%,,,88636R800,US88636R8007
AVSE,Avantis Responsible Emerging Markets Equity ETF,Equity,82701140,50.87,0.10%,2229,2288,50.80,50.80,50.99,50.82,,,,,,,Diversified Emerging Mkts,46.35,56.53,4761,46.82%,-0.04%,0.14%,0.33%,American Century Investments,,2022-03-28,12.38,0.72,50.34,45.65,51.91,0.48,1.53,1.10,3.05%,-0.26%,,37.15%,Semi-Annual,2024-12-17,,NYSEARCA,Global,,Long,No,1650000,-0.27%,-6.91%,-1.51%,0.88%,10.45%,,,,,,-0.27%,-4.93%,0.59%,0.88%,13.73%,,,,,,13.70%,,,,,,9.76%,-10.01%,56.53,-10.01%,2024-10-07,37.28,36.46%,2022-10-24,,51.72,52.04,50.43,52.53,0.87%,-1.64%,-3.15%,-2.24%,025072315,US0250723154
AAPU,Direxion Daily AAPL Bull 2X Shares,Equity,82645530,29.76,1.05%,3338813,10,28.75,28.75,29.80,29.45,29.24,-0.71%,29.45,29.54,-0.74%,29.76,Trading--Leveraged Equity,20.48,43.10,968685,359.17%,-2.38%,3.51%,1.04%,Direxion,,2022-08-09,30.45,1.86,28.80,38.58,50.74,1.57,5.49,0.30,18.44%,763.05%,3,561.57%,Quarterly,2024-12-23,2024-12-31,NASDAQ,North America,United States,2X Long,Yes,2625001,-24.33%,-23.48%,-18.51%,-20.94%,10.14%,,,,,,-23.76%,-13.38%,-7.04%,-20.94%,26.87%,,,,,,26.81%,,,,,,45.31%,-30.95%,43.10,-30.95%,2024-12-11,15.55,91.38%,2023-01-03,,36.80,33.46,35.32,36.11,-15.73%,-19.13%,-17.58%,-11.04%,25461A874,US25461A8743
AVGX,Defiance Daily Target 2X Long AVGO ETF,Equity,82542600,34.56,0.38%,811052,0,36.29,34.50,36.30,34.43,36.17,5.05%,34.43,34.19,-1.07%,34.56,,12.79,39.00,1007168,82.29%,5.40%,-4.77%,1.29%,Defiance,,2024-08-21,,,62.68,63.29,,2.40,0.26,0.26,0.76%,,1,,,2024-12-31,,NASDAQ,,,2X Long,Yes,2650000,15.86%,56.45%,,6.60%,,,,,,,16.79%,57.72%,,6.60%,,,,,,,,,,,,,170.21%,-11.38%,39.00,-11.38%,2024-12-16,12.79,170.21%,2024-09-09,artificial-intelligence,26.13,,32.68,,5.74%,32.28%,,,88636J238,US88636J2380
EETH,ProShares Ether ETF,Currency,82535280,63.54,-1.87%,43019,3,64.55,63.49,64.58,64.75,64.04,-1.10%,64.75,,,,Digital Assets,44.50,93.40,70982,60.61%,-0.31%,-1.56%,0.95%,ProShares,,2023-10-02,,,45.10,50.16,54.41,3.63,6.89,0.23,10.84%,,2,,Quarterly,2024-12-23,2024-12-31,NYSEARCA,,,Long,Yes,1200000,-6.67%,17.95%,-12.71%,-3.18%,9.86%,,,,,,-6.35%,18.35%,-11.68%,-3.18%,21.00%,,,,,,20.95%,,,,,,42.79%,-31.97%,93.40,-31.97%,2024-03-11,36.55,73.86%,2023-10-12,"crypto, ethereum",68.41,63.59,66.23,60.66,-4.06%,-7.11%,4.75%,-0.07%,74349Y100,US74349Y1001
CCOR,Core Alternative ETF,Equity,82520490,25.33,-0.81%,1384,10,25.32,25.24,25.33,25.54,,,,25.29,-0.17%,25.33,Equity Hedged,24.69,27.87,52605,2.63%,-0.86%,0.05%,1.18%,Core Alternative,,2017-05-24,22.65,0.14,37.92,35.22,35.85,0.22,0.30,0.06,1.20%,-9.01%,,27.09%,Quarterly,2024-12-18,,NYSEARCA,North America,United States,Long,Yes,3210002,-1.03%,-7.00%,-1.77%,-1.14%,-7.48%,-19.68%,-9.63%,,,,-1.03%,-6.79%,-1.29%,-1.14%,-6.41%,-16.85%,-3.94%,,,,-6.40%,-5.97%,-0.80%,,,,2.60%,-9.11%,33.55,-24.50%,2022-01-24,22.88,10.70%,2020-02-19,,25.98,26.28,25.47,26.41,-0.52%,-2.49%,-4.08%,-3.59%,53656F847,US53656F8471
SMCY,YieldMax SMCI Option Income Strategy ETF,Equity,82473600,24.53,1.62%,108380,0,24.38,24.25,24.92,24.14,24.55,1.70%,24.14,,,,,21.15,59.20,147840,73.90%,0.99%,0.62%,0.99%,YieldMax,,2024-09-11,,,39.90,30.64,,1.57,11.63,1.72,47.43%,,1,,Monthly,2025-01-16,,NYSEARCA,North America,United States,Long,Yes,3550000,-6.62%,-57.22%,,-4.89%,,,,,,,0.25%,-40.14%,,2.12%,,,,,,,,,,,,,15.98%,-58.56%,59.20,-58.56%,2024-10-17,21.15,15.96%,2024-11-15,"option-income, covered-calls",28.15,,25.84,,-5.07%,-12.85%,,,88636R867,US88636R8676
RFDA,RiverFront Dynamic US Dividend Advantage ETF,Equity,82171620,57.23,0.41%,1772,73,57.26,57.22,57.26,56.99,,,,,,,Large Value,47.23,58.67,1372,129.20%,0.47%,-0.05%,0.52%,SS&C,,2016-06-07,19.77,0.95,56.82,58.02,66.67,0.53,1.25,0.09,2.18%,-2.19%,,43.15%,Monthly,2024-12-17,,NYSEARCA,North America,United States,Long,No,1450002,1.83%,2.73%,5.92%,2.35%,20.60%,23.62%,60.24%,,,,1.83%,3.18%,6.93%,2.35%,23.50%,34.53%,80.47%,,,,23.45%,10.39%,12.53%,,,,21.17%,-2.45%,58.67,-2.45%,2024-12-04,22.95,149.37%,2020-03-23,,57.16,53.95,56.26,55.04,1.73%,0.12%,3.98%,6.08%,00162Q528,US00162Q5282
SAUG,FT Vest U.S. Small Cap Moderate Buffer ETF - August,Equity,82130744,23.89,0.26%,8100,6,23.95,23.88,23.95,23.83,,,,,,,Defined Outcome,20.36,24.76,8315,89.73%,0.50%,-0.23%,0.90%,First Trust,,2023-08-18,,,58.15,58.59,66.12,0.19,,,,,,,,,,BATS,North America,United States,Long,No,3450000,1.38%,2.00%,4.94%,1.37%,14.82%,,,,,,1.38%,2.00%,4.94%,1.37%,14.82%,,,,,,14.79%,,,,,,17.36%,-3.50%,24.76,-3.50%,2024-11-06,18.70,27.75%,2023-10-30,,23.95,22.78,23.69,23.19,0.86%,-0.22%,3.04%,4.87%,33740F417,US33740F4173
EMXF,iShares ESG Advanced MSCI EM ETF,Equity,82010500,38.04,0.14%,731,544,38.11,38.04,38.11,37.99,,,,,,,Diversified Emerging Mkts,31.46,41.55,8037,7.87%,0.32%,-0.18%,0.17%,BlackRock,MSCI EM Choice ESG Screened 5% Issuer Capped Index,2020-10-06,13.42,0.65,54.60,49.74,54.24,0.42,1.06,0.75,2.79%,32.88%,1,37.49%,Semi-Annual,2024-12-17,,NASDAQ,Global,,Long,No,2200000,0.94%,-5.23%,2.82%,2.07%,11.92%,-11.64%,,,,,1.01%,-3.30%,4.92%,2.07%,15.18%,-4.83%,,,,,15.15%,-1.64%,,,,,20.92%,-8.44%,47.13,-19.28%,2021-02-16,30.59,24.36%,2022-10-24,,38.28,37.78,37.42,38.29,1.66%,-0.63%,-0.64%,0.70%,46436E742,US46436E7426
LOWV,AB US Low Volatility Equity ETF,Equity,81975730,72.40,0.62%,4753,79,72.52,72.40,72.52,71.95,,,,,,,Large Blend,60.90,73.07,4668,101.82%,0.79%,-0.17%,0.48%,AB Funds,,2023-03-22,27.80,,61.63,60.22,79.33,0.55,0.65,0.25,0.90%,,2,24.85%,Quarterly,2024-12-17,,NYSEARCA,North America,United States,Long,No,1150020,2.23%,2.75%,7.88%,2.81%,19.23%,,,,,,2.23%,3.11%,8.52%,2.81%,20.37%,,,,,,20.33%,,,,,,18.88%,-0.92%,73.07,-0.92%,2024-12-06,49.34,46.73%,2023-03-23,,71.57,68.05,70.93,69.52,2.07%,1.15%,4.13%,6.38%,00039J301,US00039J3014
XISE,FT Vest U.S. Equity Buffer & Premium Income ETF - September,Equity,81796560,30.50,0.38%,4698,15,30.35,30.35,30.50,30.38,,,,,,,Defined Outcome,29.82,31.63,9743,48.22%,-0.10%,0.48%,0.85%,First Trust,,2023-09-15,28.60,,65.54,56.82,66.99,0.11,2.09,0.15,6.89%,,2,197.03%,Monthly,2025-01-02,,BATS,North America,United States,Long,No,2700000,0.96%,0.69%,0.15%,0.69%,-0.47%,,,,,,1.45%,2.16%,3.48%,1.18%,6.62%,,,,,,6.60%,,,,,,2.26%,-3.59%,31.63,-3.59%,2024-04-01,29.79,2.38%,2023-10-26,,30.28,30.36,30.26,30.32,0.79%,0.70%,0.59%,0.44%,33740F375,US33740F3753
PSMJ,Pacer Swan SOS Moderate (July) ETF,Equity,81285980,28.89,0.76%,251,7,28.89,28.89,28.89,28.68,,,,,,,Defined Outcome,25.15,29.75,2400,10.46%,0.73%,0.02%,0.60%,Pacer,,2021-06-30,27.25,0.46,64.41,66.97,78.36,0.13,,0.00,,,,,,,,BATS,North America,United States,Long,No,2825000,1.54%,2.65%,6.97%,1.64%,14.84%,38.60%,,,,,1.54%,2.65%,6.97%,1.64%,14.84%,38.60%,,,,,14.81%,11.49%,,,,,14.89%,-2.87%,28.97,-0.26%,2025-01-22,19.61,47.38%,2022-10-13,,28.57,27.43,28.59,27.79,1.08%,1.14%,3.99%,5.34%,69374H493,US69374H4939
RIGS,RiverFront Strategic Income Fund,Fixed Income,81082000,22.97,0.44%,26628,89,22.90,22.80,22.98,22.87,,,,,,,Multisector Bond,20.03,24.29,16647,159.96%,0.13%,0.31%,0.47%,SS&C,,2013-10-09,,0.27,53.11,49.02,48.50,0.34,1.04,0.09,4.52%,28.47%,3,,Monthly,2024-12-17,,NYSEARCA,,,Long,No,3550000,0.90%,-0.58%,0.44%,-0.67%,0.35%,-5.65%,-7.53%,-7.86%,,,0.90%,0.59%,2.79%,-0.67%,4.99%,4.88%,9.38%,34.18%,,,4.98%,1.60%,1.81%,2.98%,,,14.68%,-5.43%,25.76,-10.83%,2017-10-12,18.23,26.00%,2020-03-12,,22.93,22.98,22.77,23.08,0.87%,0.16%,-0.47%,-0.02%,00162Q783,US00162Q7833
MID,American Century Mid Cap Growth Impact ETF,Equity,80973850,64.93,0.43%,4057,42,65.14,64.93,65.14,64.66,,,,,,,Mid-Cap Growth,50.22,65.56,3385,119.85%,0.74%,-0.32%,0.45%,American Century Investments,,2020-07-13,37.93,1.13,67.67,62.00,66.21,0.82,0.10,0.04,0.16%,,2,6.02%,Semi-Annual,2024-12-17,,NYSEARCA,North America,United States,Long,No,1275000,5.89%,5.65%,15.10%,7.64%,29.29%,38.04%,,,,,5.89%,5.71%,15.24%,7.64%,29.50%,38.30%,,,,,29.43%,11.41%,,,,,29.29%,-0.96%,65.56,-0.96%,2024-12-09,37.34,73.89%,2022-05-12,,62.60,59.04,61.87,59.98,4.95%,3.73%,8.26%,9.98%,025072760,US0250727601
ARB,AltShares Merger Arbitrage ETF,Alternatives,80875176,27.87,-0.02%,30635,96,28.04,27.84,28.04,27.88,,,,,,,Event Driven,25.81,28.30,20151,152.03%,0.57%,-0.61%,0.84%,Altshares,Water Island Merger Arbitrage USD Hedged Index,2020-05-07,,0.09,60.58,58.88,65.71,0.15,0.31,0.31,1.11%,,,,,2024-12-18,,NYSEARCA,,,Long,No,2904000,2.19%,-0.12%,2.40%,1.24%,4.09%,7.15%,,,,,2.19%,1.00%,3.55%,1.24%,5.27%,12.90%,,,,,5.25%,4.13%,,,,,7.98%,-1.52%,28.30,-1.52%,2024-11-07,24.20,15.17%,2020-05-21,,27.75,27.40,27.66,27.59,0.77%,0.42%,1.02%,1.71%,02210T108,US02210T1088
SPTB,SPDR Portfolio Treasury ETF,Fixed Income,80703736,29.92,-0.23%,5066,273,29.99,29.91,29.99,29.99,,,,,,,Intermediate Government,28.89,31.60,11193,45.26%,,-0.23%,0.03%,State Street,Bloomberg U.S. Treasury Index,2024-05-20,,,48.39,42.59,,0.10,0.82,0.11,2.75%,,1,,Monthly,2024-12-19,,NYSEARCA,North America,United States,Long,No,2700000,-0.07%,-2.13%,-1.74%,0.05%,,,,,,,-0.07%,-1.05%,0.43%,0.05%,,,,,,,,,,,,,3.57%,-5.32%,31.60,-5.32%,2024-09-16,28.89,3.57%,2024-11-14,,30.12,,29.84,30.59,0.28%,-0.68%,-2.20%,,78468R457,US78468R4570
LCR,Leuthold Core ETF,Asset Allocation,80671460,35.14,0.57%,18858,30,35.19,35.00,35.34,34.94,,,,,,,Tactical Allocation,32.26,36.31,8982,230.36%,0.72%,-0.14%,0.65%,Leuthold,,2020-01-06,20.03,0.53,58.80,53.60,61.71,0.26,0.64,0.64,1.82%,24.56%,3,36.20%,Annual,2024-12-12,,NYSEARCA,,,Long,No,2325000,2.04%,-0.87%,2.96%,2.32%,9.06%,16.05%,38.24%,,,,2.04%,0.93%,4.83%,2.32%,11.04%,20.96%,45.29%,,,,11.01%,6.55%,7.75%,,,,8.93%,-3.22%,36.31,-3.22%,2024-12-05,21.26,65.26%,2020-03-23,,35.23,34.42,34.54,34.82,1.74%,-0.26%,0.93%,2.10%,527289789,US5272897894
KEAT,Keating Active ETF,Equity,80528450,25.92,-0.54%,11502,0,25.99,25.87,26.03,26.06,,,,,,,Moderately Aggressive Allocation,24.09,27.02,2400,479.33%,-0.27%,-0.27%,0.85%,Keating,,2024-03-27,15.60,,52.03,48.14,,0.15,0.44,0.14,1.69%,,1,26.36%,Quarterly,2024-12-30,,NASDAQ,North America,United States,Long,No,3120000,1.88%,-3.43%,1.39%,1.70%,,,,,,,2.44%,-2.90%,2.30%,1.70%,,,,,,,,,,,,,7.60%,-4.07%,27.02,-4.07%,2024-11-29,24.09,7.60%,2024-03-27,,26.16,25.91,25.64,26.18,1.10%,-0.91%,-0.98%,0.05%,02072L268,US02072L2685
BRIF,FIS Bright Portfolios Focused Equity ETF,Equity,80216670,26.21,0.60%,5055,0,26.26,26.21,26.28,26.05,,,,,,,,24.81,26.28,112250,4.50%,0.81%,-0.20%,0.65%,Faith Investor Services,,2024-12-20,29.66,,69.70,,,0.22,0.01,0.01,0.03%,,1,1.04%,,2024-12-27,,NYSEARCA,North America,United States,Long,No,3122000,3.14%,,,3.60%,,,,,,,3.18%,,,3.60%,,,,,,,,,,,,,5.64%,-0.27%,26.28,-0.86%,2025-01-22,24.81,5.01%,2025-01-13,,,,,,,,,,78433H626,US78433H6264
PBD,Invesco Global Clean Energy ETF,Equity,80098200,11.51,-1.61%,37625,123,11.70,11.51,11.70,11.70,,,,,,,Global Small/Mid Stock,11.12,15.07,62708,60.02%,,-1.62%,0.75%,Invesco,Wilderhill New Energy Global Innovation Index,2007-06-13,15.24,1.35,43.33,38.03,35.41,0.26,0.21,0.05,1.83%,-53.95%,,27.81%,Quarterly,2024-12-23,,NYSEARCA,Global,,Long,Yes,6825000,-1.37%,-11.73%,-17.24%,-0.52%,-15.68%,-48.62%,-25.26%,1.59%,-27.51%,,-1.00%,-11.39%,-16.48%,-0.52%,-14.33%,-44.91%,-18.53%,20.92%,-8.64%,,-14.30%,-18.02%,-4.01%,1.92%,-0.60%,,3.51%,-23.62%,41.26,-72.10%,2021-01-08,6.71,71.54%,2012-07-25,"energy, clean-energy",11.88,13.24,11.73,12.94,-1.91%,-3.11%,-11.04%,-13.03%,46138G847,US46138G8472
HYTR,Counterpoint High Yield Trend ETF,Fixed Income,80008000,21.96,-0.14%,28832,4,21.98,21.96,21.99,21.99,,,,,,,Nontraditional Bond,21.01,24.26,137018,21.23%,-0.05%,-0.10%,0.88%,Counterpoint,CP High Yield Trend Index,2020-01-21,16.79,0.21,57.75,54.03,53.03,0.07,1.21,0.04,5.49%,,2,92.21%,Monthly,2024-12-30,,NYSE,North America,United States,Long,No,3775000,1.05%,0.09%,1.76%,1.10%,3.03%,-6.48%,,,,,1.22%,1.39%,4.49%,1.10%,8.92%,5.78%,,,,,8.90%,1.89%,,,,,4.52%,-9.48%,26.31,-16.54%,2021-11-15,20.17,8.90%,2023-10-19,,21.92,21.73,21.79,21.86,0.77%,0.19%,0.45%,1.07%,66538R722,US66538R7228
GINX,SGI Enhanced Global Income ETF,Equity,79829750,26.60,-0.62%,7319,0,26.65,26.57,26.68,26.76,,,,,,,Global Large-Stock Value,24.22,27.51,18876,38.77%,-0.41%,-0.19%,0.98%,Summit Global Investments,,2024-02-29,14.05,,59.36,52.63,,0.29,0.77,0.54,2.88%,,1,40.46%,Quarterly,2024-12-19,,NASDAQ,Global,,Long,No,3025000,4.23%,-1.48%,0.96%,3.30%,,,,,,,4.23%,0.61%,3.25%,3.30%,,,,,,,,,,,,,9.83%,-3.31%,27.51,-3.31%,2024-12-09,24.22,9.83%,2024-04-23,,26.46,26.26,25.91,26.45,2.67%,0.53%,0.57%,1.31%,74933W262,US74933W2623
ESN,Essential 40 Stock ETF,Equity,79748280,15.37,-0.27%,574,0,15.40,15.37,15.41,15.42,,,,,,,Large Blend,14.77,15.83,14382,4.01%,-0.13%,-0.16%,0.70%,KKM Financial,Essential 40 Stock Index,2014-06-11,20.32,0.93,62.05,,,0.13,,,,,,,,,,NASDAQ,North America,United States,Long,No,5232827,2.86%,-0.36%,,3.44%,,,,,,,2.86%,0.37%,,3.44%,,,,,,,,,,,,,4.09%,-2.88%,15.83,-2.88%,2024-11-25,14.77,4.09%,2024-12-30,,15.30,,15.01,,2.46%,0.49%,,,664925708,US6649257085
PSMD,Pacer Swan SOS Moderate (January) ETF,Equity,79666470,29.61,0.33%,8160,8,29.61,29.61,29.68,29.52,,,,,,,Defined Outcome,26.07,29.68,6629,123.10%,0.30%,0.01%,0.60%,Pacer,,2020-12-22,27.66,0.47,71.52,76.23,82.42,0.13,,0.11,,,,,,,,BATS,North America,United States,Long,No,2700000,1.61%,3.00%,6.01%,1.66%,13.47%,33.45%,,,,,1.61%,3.00%,6.01%,1.66%,13.47%,33.45%,,,,,13.44%,10.09%,,,,,13.59%,-0.23%,29.69,-0.27%,2025-01-22,20.29,45.97%,2022-06-16,,29.14,28.18,29.27,28.53,1.16%,1.61%,3.81%,5.08%,69374H550,US69374H5506
FRTY,Alger Mid Cap 40 ETF,Equity,79363240,20.36,1.04%,37818,41,20.36,20.31,20.47,20.15,,,,,,,Mid-Cap Growth,13.81,21.14,26624,142.05%,1.04%,,0.60%,Alger,,2021-02-26,49.15,1.01,62.66,64.87,68.65,0.44,0.02,0.02,0.09%,,,4.53%,,2024-12-18,,NYSEARCA,North America,United States,Long,No,4012500,5.71%,15.13%,27.87%,8.88%,50.76%,16.68%,,,,,5.71%,15.25%,28.00%,8.88%,50.90%,16.80%,,,,,50.78%,5.31%,,,,,47.43%,-3.69%,25.94,-21.51%,2021-10-29,11.20,81.87%,2022-10-14,,19.53,17.12,19.36,17.53,5.19%,4.23%,16.12%,18.95%,015564107,US0155641071
ELCV,Eventide High Dividend ETF,Equity,79250390,26.66,-2.24%,52746,0,27.10,26.66,27.10,27.27,,,,26.52,0.06%,26.50,,24.31,28.19,89273,57.41%,-0.62%,-1.62%,0.49%,Eventide,,2024-09-30,23.15,,63.56,58.02,,0.37,0.07,0.07,0.27%,,1,6.11%,,2024-12-27,,NYSEARCA,North America,United States,Long,No,3000000,7.83%,4.30%,,7.86%,,,,,,,8.15%,4.61%,,7.86%,,,,,,,,,,,,,9.67%,-5.43%,28.19,-5.43%,2024-10-14,24.31,9.68%,2024-12-19,,25.85,,25.45,,4.74%,3.13%,,,86280R811,US86280R8117
GLRY,Inspire Faithward Mid Cap Momentum ETF,Equity,79061500,32.88,0.02%,5239,34,33.03,32.88,33.03,32.87,,,,,,,Small Blend,26.31,33.15,15794,33.17%,0.49%,-0.45%,0.80%,Inspire,,2020-12-07,21.70,0.94,65.09,59.56,63.15,0.42,0.16,0.01,0.49%,-42.86%,,10.74%,Quarterly,2024-12-16,,NYSEARCA,North America,United States,Long,No,2475000,5.90%,3.92%,6.48%,6.53%,23.82%,28.84%,,,,,5.90%,3.95%,6.63%,6.53%,24.47%,32.40%,,,,,24.42%,9.81%,,,,,24.98%,-0.81%,35.87,-8.33%,2021-02-10,16.56,98.56%,2022-09-28,,32.02,30.81,31.51,31.22,4.35%,2.68%,5.34%,6.73%,66538H369,US66538H3690
